Manifest,Origin Lic.,Origin Facility,Origin Facility Type,Dest. Lic.,Destination Facility,Dest. Facility Type,Type,Created,Created by User,Received,Received by User,Package,State,Item,Item Category,Shipper Dollar Amount,Receiver Dollar Amount,Actual Ship'd,UoM,Actual Rcv'd,UoM,Count Ship'd,UoM,Count Rcv'd,UoM,Weight Ship'd,UoM,Weight Rcv'd,UoM
0001598095,404R-00052,GHT LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,8/25/2017 3:33:23 PM +00:00,Meredith McLoughlin,8/25/2017 6:53:19 PM +00:00,Ronald Morris,1A40003126874B4000008181,Returned,GHT Live Resin,Concentrate,52.00,,4.0000,g,,,0.00000000,ea,0.00000000,ea,0.00881849,lb,0.00000000,lb
0001598095,404R-00052,GHT LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,8/25/2017 3:33:23 PM +00:00,Meredith McLoughlin,8/25/2017 6:53:19 PM +00:00,Ronald Morris,1A40003126874B4000008182,Returned,GHT Live Resin,Concentrate,39.00,,3.0000,g,,,0.00000000,ea,0.00000000,ea,0.00661387,lb,0.00000000,lb
0001598095,404R-00052,GHT LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,8/25/2017 3:33:23 PM +00:00,Meredith McLoughlin,8/25/2017 6:53:19 PM +00:00,Ronald Morris,1A40003126874B4000008183,Returned,GHT Live Resin,Concentrate,39.00,,3.0000,g,,,0.00000000,ea,0.00000000,ea,0.00661387,lb,0.00000000,lb
0001598095,404R-00052,GHT LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,8/25/2017 3:33:23 PM +00:00,Meredith McLoughlin,8/25/2017 6:53:19 PM +00:00,Ronald Morris,1A40003126874B4000008184,Returned,GHT Live Resin,Concentrate,52.00,,4.0000,g,,,0.00000000,ea,0.00000000,ea,0.00881849,lb,0.00000000,lb
0001599358,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,8/25/2017 9:55:55 PM +00:00,Ronald Morris,8/25/2017 9:56:12 PM +00:00,Ronald Morris,1A40003126874A8000006775,Accepted,KK Labs 0.5g Syringe,Concentrate (Each),,,50.0000,ea,50.0000,ea,50.00000000,ea,50.00000000,ea,0.00000000,lb,0.00000000,lb
0001599358,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,8/25/2017 9:55:55 PM +00:00,Ronald Morris,8/25/2017 9:56:12 PM +00:00,Ronald Morris,1A40003126874A8000006791,Accepted,KK Labs 0.5g Syringe,Concentrate (Each),,,66.0000,ea,66.0000,ea,66.00000000,ea,66.00000000,ea,0.00000000,lb,0.00000000,lb
0001599358,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,8/25/2017 9:55:55 PM +00:00,Ronald Morris,8/25/2017 9:56:12 PM +00:00,Ronald Morris,1A40003126874A8000006797,Accepted,KK Labs 1.0g Syringe,Concentrate (Each),,,75.0000,ea,75.0000,ea,75.00000000,ea,75.00000000,ea,0.00000000,lb,0.00000000,lb
0001599358,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,8/25/2017 9:55:55 PM +00:00,Ronald Morris,8/25/2017 9:56:12 PM +00:00,Ronald Morris,1A40003126874A8000006804,Accepted,KK Labs 0.5g Syringe,Concentrate (Each),,,33.0000,ea,33.0000,ea,33.00000000,ea,33.00000000,ea,0.00000000,lb,0.00000000,lb
0001599358,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,8/25/2017 9:55:55 PM +00:00,Ronald Morris,8/25/2017 9:56:12 PM +00:00,Ronald Morris,1A40003126874A8000006843,Accepted,KK Labs 0.5g Syringe,Concentrate (Each),,,30.0000,ea,30.0000,ea,30.00000000,ea,30.00000000,ea,0.00000000,lb,0.00000000,lb
0001599358,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,8/25/2017 9:55:55 PM +00:00,Ronald Morris,8/25/2017 9:56:12 PM +00:00,Ronald Morris,1A40003126874A8000006844,Accepted,KK Labs 1.0g Syringe,Concentrate (Each),,,50.0000,ea,50.0000,ea,50.00000000,ea,50.00000000,ea,0.00000000,lb,0.00000000,lb
0001602024,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Affiliated,8/28/2017 5:30:22 PM +00:00,Ronald Morris,8/28/2017 5:30:50 PM +00:00,Ronald Morris,1A40003126874A8000006856,Accepted,KK Labs 1.0g Syringe,Concentrate (Each),,,50.0000,ea,50.0000,ea,50.00000000,ea,50.00000000,ea,0.00000000,lb,0.00000000,lb
0001602989,404R-00017,GREEN CROSS COLORADO LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,8/28/2017 10:19:39 PM +00:00,Patrick Raby,8/29/2017 10:35:30 PM +00:00,Ronald Morris,1A4000312687491000068767,Accepted,Cannapunch Rec Pine-Mango 100mg,Infused (edible),141.00,141.00,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0001602989,404R-00017,GREEN CROSS COLORADO LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,8/28/2017 10:19:39 PM +00:00,Patrick Raby,8/29/2017 10:35:30 PM +00:00,Ronald Morris,1A4000312687491000068768,Accepted,Cannapunch Rec Watermelon 100mg,Infused (edible),141.00,141.00,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0001602989,404R-00017,GREEN CROSS COLORADO LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,8/28/2017 10:19:39 PM +00:00,Patrick Raby,8/29/2017 10:35:30 PM +00:00,Ronald Morris,1A4000312687491000068769,Accepted,CannaPunch Rec Black Cherry 100mg,Infused (edible),141.00,141.00,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0001602989,404R-00017,GREEN CROSS COLORADO LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,8/28/2017 10:19:39 PM +00:00,Patrick Raby,8/29/2017 10:35:30 PM +00:00,Ronald Morris,1A4000312687491000068770,Accepted,CannaPunch Rec Grape 100mg,Infused (edible),141.00,141.00,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0001602989,404R-00017,GREEN CROSS COLORADO LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,8/28/2017 10:19:39 PM +00:00,Patrick Raby,8/29/2017 10:35:30 PM +00:00,Ronald Morris,1A4000312687491000068771,Accepted,CannaPunch Rec Blue Raz 100mg,Infused (edible),141.00,141.00,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0001602989,404R-00017,GREEN CROSS COLORADO LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,8/28/2017 10:19:39 PM +00:00,Patrick Raby,8/29/2017 10:35:30 PM +00:00,Ronald Morris,1A4000312687491000068772,Accepted,HE CBD Peach Pucks,Infused (edible),420.00,420.00,24.0000,ea,24.0000,ea,24.00000000,ea,24.00000000,ea,0.00000000,lb,0.00000000,lb
0001602989,404R-00017,GREEN CROSS COLORADO LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,8/28/2017 10:19:39 PM +00:00,Patrick Raby,8/29/2017 10:35:30 PM +00:00,Ronald Morris,1A4000312687491000068773,Accepted,HE CBD Watermelon Pucks,Infused (edible),420.00,420.00,24.0000,ea,24.0000,ea,24.00000000,ea,24.00000000,ea,0.00000000,lb,0.00000000,lb
0001602989,404R-00017,GREEN CROSS COLORADO LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,8/28/2017 10:19:39 PM +00:00,Patrick Raby,8/29/2017 10:35:30 PM +00:00,Ronald Morris,1A4000312687491000068774,Accepted,Dutch Girl Waffle Cookie 100mg,Infused (edible),120.00,120.00,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0001604104,404R-00262,FOCUSED LABS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,8/29/2017 2:53:43 PM +00:00,Addison Smith,8/29/2017 8:17:59 PM +00:00,Ronald Morris,1A4000312687586000002103,Accepted,FLO Vape Cartridge Product,Concentrate (Each),0.10,0.10,2.0000,ea,2.0000,ea,2.00000000,ea,2.00000000,ea,0.00000000,lb,0.00000000,lb
0001604104,404R-00262,FOCUSED LABS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,8/29/2017 2:53:43 PM +00:00,Addison Smith,8/29/2017 8:17:59 PM +00:00,Ronald Morris,1A4000312687586000002104,Accepted,FLO Concentrate Product,Concentrate,0.10,0.10,3.0000,g,3.0000,g,0.00000000,ea,0.00000000,ea,0.00661387,lb,0.00661387,lb
0001604104,404R-00262,FOCUSED LABS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,8/29/2017 2:53:43 PM +00:00,Addison Smith,8/29/2017 8:17:59 PM +00:00,Ronald Morris,1A4000312687586000002105,Accepted,FLO Edible,Infused (edible),0.10,0.10,5.0000,ea,5.0000,ea,5.00000000,ea,5.00000000,ea,0.00000000,lb,0.00000000,lb
0001605470,404R-00164,BERLIN INTERNATIONAL LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,8/29/2017 9:04:22 PM +00:00,Brandon Katz,8/30/2017 6:50:22 PM +00:00,Ronald Morris,1A4000312687524000000763,Accepted,V3 SAT 500 Cart,Concentrate (Each),0.03,0.03,3.0000,ea,3.0000,ea,3.00000000,ea,3.00000000,ea,0.00000000,lb,0.00000000,lb
0001605470,404R-00164,BERLIN INTERNATIONAL LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,8/29/2017 9:04:22 PM +00:00,Brandon Katz,8/30/2017 6:50:22 PM +00:00,Ronald Morris,1A4000312687524000000768,Accepted,V3 Hybrid 500 Cart,Concentrate (Each),0.03,0.03,3.0000,ea,3.0000,ea,3.00000000,ea,3.00000000,ea,0.00000000,lb,0.00000000,lb
0001605498,404R-00134,THE GROW FOUNDRY INC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,8/29/2017 9:12:02 PM +00:00,Alex Lindsey,8/30/2017 7:29:59 PM +00:00,Ronald Morris,1A4000312687506000020455,Accepted,"Bar - 100mg, Dark Chocolate, Salt & Nibs",Infused (edible),108.00,108.00,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0001605498,404R-00134,THE GROW FOUNDRY INC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,8/29/2017 9:12:02 PM +00:00,Alex Lindsey,8/30/2017 7:29:59 PM +00:00,Ronald Morris,1A4000312687506000020456,Accepted,"Bar - 100mg, Milk Chocolate, Coffee & Doughnuts",Infused (edible),108.00,108.00,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0001605498,404R-00134,THE GROW FOUNDRY INC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,8/29/2017 9:12:02 PM +00:00,Alex Lindsey,8/30/2017 7:29:59 PM +00:00,Ronald Morris,1A4000312687506000020457,Accepted,"Bar - 100mg, Milk Chocolate, Maple & Pecan",Infused (edible),108.00,108.00,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0001605498,404R-00134,THE GROW FOUNDRY INC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,8/29/2017 9:12:02 PM +00:00,Alex Lindsey,8/30/2017 7:29:59 PM +00:00,Ronald Morris,1A4000312687506000020458,Accepted,"Bar- 100mg White Chocolate, Cream & Crumble",Infused (edible),216.00,216.00,24.0000,ea,24.0000,ea,24.00000000,ea,24.00000000,ea,0.00000000,lb,0.00000000,lb
0001605498,404R-00134,THE GROW FOUNDRY INC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,8/29/2017 9:12:02 PM +00:00,Alex Lindsey,8/30/2017 7:29:59 PM +00:00,Ronald Morris,1A4000312687506000020459,Accepted,"Bar - 100mg, Milk Chocolate, Coffee & Doughnuts",Infused (edible),0.20,0.20,2.0000,ea,2.0000,ea,2.00000000,ea,2.00000000,ea,0.00000000,lb,0.00000000,lb
0001605982,404R-00265,CCBA LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,8/29/2017 11:32:16 PM +00:00,Carly Walker,8/30/2017 5:32:21 PM +00:00,Ronald Morris,1A4000312687589000000257,Accepted,Evolve NanoSerum 5ml,Infused (non-edible),200.00,200.00,10.0000,ea,10.0000,ea,10.00000000,ea,10.00000000,ea,0.00000000,lb,0.00000000,lb
0001607068,404R-00037,THE GROWING KITCHEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,8/30/2017 4:25:10 PM +00:00,Nicholas Barbagallo,8/30/2017 7:40:24 PM +00:00,Ronald Morris,1A40003126874A5000015167,Accepted,Super CBD Blueberry Chill Pills,Infused (edible),562.50,562.50,75.0000,ea,75.0000,ea,75.00000000,ea,75.00000000,ea,0.00000000,lb,0.00000000,lb
0001607068,404R-00037,THE GROWING KITCHEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,8/30/2017 4:25:10 PM +00:00,Nicholas Barbagallo,8/30/2017 7:40:24 PM +00:00,Ronald Morris,1A40003126874A5000015168,Accepted,Heavenly Honey Chill PIlls,Infused (edible),375.00,375.00,50.0000,ea,50.0000,ea,50.00000000,ea,50.00000000,ea,0.00000000,lb,0.00000000,lb
0001607071,404R-00206,WPJJ LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,8/30/2017 4:25:36 PM +00:00,Sarah Boue,8/30/2017 8:40:07 PM +00:00,Ronald Morris,1A400031268754E000004123,Accepted,Sample - 500mg Cartridge,Concentrate (Each),0.01,0.01,1.0000,ea,1.0000,ea,1.00000000,ea,1.00000000,ea,0.00000000,lb,0.00000000,lb
0001607194,404R-00052,GHT LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,8/30/2017 4:56:25 PM +00:00,Samantha Gonzales,8/30/2017 8:24:18 PM +00:00,Ronald Morris,1A40003126874B4000008177,Accepted,GHT Live Resin,Concentrate,39.00,39.00,3.0000,g,3.0000,g,0.00000000,ea,0.00000000,ea,0.00661387,lb,0.00661387,lb
0001607194,404R-00052,GHT LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,8/30/2017 4:56:25 PM +00:00,Samantha Gonzales,8/30/2017 8:24:18 PM +00:00,Ronald Morris,1A40003126874B4000008178,Accepted,GHT Live Resin,Concentrate,39.00,39.00,3.0000,g,3.0000,g,0.00000000,ea,0.00000000,ea,0.00661387,lb,0.00661387,lb
0001607194,404R-00052,GHT LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,8/30/2017 4:56:25 PM +00:00,Samantha Gonzales,8/30/2017 8:24:18 PM +00:00,Ronald Morris,1A40003126874B4000008179,Accepted,GHT Live Resin,Concentrate,52.00,52.00,4.0000,g,4.0000,g,0.00000000,ea,0.00000000,ea,0.00881849,lb,0.00881849,lb
0001607194,404R-00052,GHT LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,8/30/2017 4:56:25 PM +00:00,Samantha Gonzales,8/30/2017 8:24:18 PM +00:00,Ronald Morris,1A40003126874B4000008180,Accepted,GHT Live Resin,Concentrate,39.00,39.00,3.0000,g,3.0000,g,0.00000000,ea,0.00000000,ea,0.00661387,lb,0.00661387,lb
0001607194,404R-00052,GHT LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,8/30/2017 4:56:25 PM +00:00,Samantha Gonzales,8/30/2017 8:24:18 PM +00:00,Ronald Morris,1A40003126874B4000008181,Accepted,GHT Live Resin,Concentrate,52.00,52.00,4.0000,g,4.0000,g,0.00000000,ea,0.00000000,ea,0.00881849,lb,0.00881849,lb
0001607194,404R-00052,GHT LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,8/30/2017 4:56:25 PM +00:00,Samantha Gonzales,8/30/2017 8:24:18 PM +00:00,Ronald Morris,1A40003126874B4000008182,Accepted,GHT Live Resin,Concentrate,39.00,39.00,3.0000,g,3.0000,g,0.00000000,ea,0.00000000,ea,0.00661387,lb,0.00661387,lb
0001607194,404R-00052,GHT LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,8/30/2017 4:56:25 PM +00:00,Samantha Gonzales,8/30/2017 8:24:18 PM +00:00,Ronald Morris,1A40003126874B4000008183,Accepted,GHT Live Resin,Concentrate,39.00,39.00,3.0000,g,3.0000,g,0.00000000,ea,0.00000000,ea,0.00661387,lb,0.00661387,lb
0001607194,404R-00052,GHT LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,8/30/2017 4:56:25 PM +00:00,Samantha Gonzales,8/30/2017 8:24:18 PM +00:00,Ronald Morris,1A40003126874B4000008184,Accepted,GHT Live Resin,Concentrate,52.00,52.00,4.0000,g,4.0000,g,0.00000000,ea,0.00000000,ea,0.00881849,lb,0.00881849,lb
0001608267,404R-00099,MOUNTAIN HIGH PRODUCTS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,8/30/2017 8:47:39 PM +00:00,Dylan Best,9/1/2017 2:58:37 PM +00:00,Ronald Morris,1A40003126874E3000041932,Accepted,Wana Sativa Gummies 100 mg,Infused (edible),420.00,420.00,40.0000,ea,40.0000,ea,40.00000000,ea,40.00000000,ea,0.00000000,lb,0.00000000,lb
0001608267,404R-00099,MOUNTAIN HIGH PRODUCTS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,8/30/2017 8:47:39 PM +00:00,Dylan Best,9/1/2017 2:58:37 PM +00:00,Ronald Morris,1A40003126874E3000041933,Accepted,Wana Indica Gummies 100 mg,Infused (edible),210.00,210.00,20.0000,ea,20.0000,ea,20.00000000,ea,20.00000000,ea,0.00000000,lb,0.00000000,lb
0001610405,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Affiliated,8/31/2017 5:26:41 PM +00:00,Ronald Morris,8/31/2017 5:27:27 PM +00:00,Ronald Morris,1A40003126875C9000000013,Accepted,PHOB - New York City Diesel - Trim Resin,Concentrate,,,240.0000,g,240.0000,g,0.00000000,ea,0.00000000,ea,0.52910943,lb,0.52910943,lb
0001616327,404R-00199,PLATINUM FOODS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,9/4/2017 9:14:36 PM +00:00,Tamar Tyson,9/5/2017 9:20:03 PM +00:00,Ronald Morris,1A4000312687547000010128,Accepted,Blue Raspberry Gummies 10pk Indica,Infused (edible),120.00,120.00,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0001616327,404R-00199,PLATINUM FOODS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,9/4/2017 9:14:36 PM +00:00,Tamar Tyson,9/5/2017 9:20:03 PM +00:00,Ronald Morris,1A4000312687547000010129,Accepted,Blue Raspberry Gummies 10pk Sativa,Infused (edible),120.00,120.00,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0001616327,404R-00199,PLATINUM FOODS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,9/4/2017 9:14:36 PM +00:00,Tamar Tyson,9/5/2017 9:20:03 PM +00:00,Ronald Morris,1A4000312687547000010130,Accepted,Kiwi Strawberry Gummies 10pk Sativa,Infused (edible),120.00,120.00,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0001616327,404R-00199,PLATINUM FOODS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,9/4/2017 9:14:36 PM +00:00,Tamar Tyson,9/5/2017 9:20:03 PM +00:00,Ronald Morris,1A4000312687547000010131,Accepted,Watermelon Blast Gummies 10pk Sativa,Infused (edible),120.00,120.00,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0001616327,404R-00199,PLATINUM FOODS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,9/4/2017 9:14:36 PM +00:00,Tamar Tyson,9/5/2017 9:20:03 PM +00:00,Ronald Morris,1A4000312687547000010132,Accepted,Tropical Punch Gummies 10pk Sativa,Infused (edible),120.00,120.00,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0001618180,404R-00125,ISM LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Affiliated,9/5/2017 6:50:57 PM +00:00,Brenna Fletcher,9/6/2017 10:42:35 PM +00:00,Ronald Morris,1A40003126874FD000004442,Accepted,Rec Concentrates for Karing Kind,Concentrate,,,3.0000,g,3.0000,g,0.00000000,ea,0.00000000,ea,0.00661387,lb,0.00661387,lb
0001619950,404R-00060,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,9/6/2017 2:57:42 PM +00:00,Savannah Spiers,9/7/2017 3:36:35 PM +00:00,Ronald Morris,1A40003126874BC000017686,Accepted,Americanna Freedom Sour Sativa Gummies 10pk 100mg,Infused (edible),200.00,200.00,25.0000,ea,25.0000,ea,25.00000000,ea,25.00000000,ea,0.00000000,lb,0.00000000,lb
0001619950,404R-00060,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,9/6/2017 2:57:42 PM +00:00,Savannah Spiers,9/7/2017 3:36:35 PM +00:00,Ronald Morris,1A40003126874BC000017687,Accepted,Americanna Tropicannabis Sweet Indica Gummies 10pk 100mg,Infused (edible),200.00,200.00,25.0000,ea,25.0000,ea,25.00000000,ea,25.00000000,ea,0.00000000,lb,0.00000000,lb
0001620252,404R-00099,MOUNTAIN HIGH PRODUCTS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,9/6/2017 4:10:21 PM +00:00,Dylan Best,9/7/2017 8:20:45 PM +00:00,Ronald Morris,1A40003126874E3000045205,Accepted,Wana Hybrid Gummies 100 mg,Infused (edible),400.00,400.00,40.0000,ea,40.0000,ea,40.00000000,ea,40.00000000,ea,0.00000000,lb,0.00000000,lb
0001620252,404R-00099,MOUNTAIN HIGH PRODUCTS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,9/6/2017 4:10:21 PM +00:00,Dylan Best,9/7/2017 8:20:45 PM +00:00,Ronald Morris,1A40003126874E3000045206,Accepted,Wana Indica Gummies 100 mg,Infused (edible),420.00,420.00,40.0000,ea,40.0000,ea,40.00000000,ea,40.00000000,ea,0.00000000,lb,0.00000000,lb
0001620252,404R-00099,MOUNTAIN HIGH PRODUCTS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,9/6/2017 4:10:21 PM +00:00,Dylan Best,9/7/2017 8:20:45 PM +00:00,Ronald Morris,1A40003126874E3000045207,Accepted,Wana Sativa Gummies 100 mg,Infused (edible),630.00,630.00,60.0000,ea,60.0000,ea,60.00000000,ea,60.00000000,ea,0.00000000,lb,0.00000000,lb
0001620759,404R-00052,GHT LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,9/6/2017 6:46:31 PM +00:00,Samantha Gonzales,9/6/2017 10:42:00 PM +00:00,Ronald Morris,1A40003126874B4000008396,Accepted,Live Resin - Deathstar,Concentrate,260.00,260.00,20.0000,g,20.0000,g,0.00000000,ea,0.00000000,ea,0.04409245,lb,0.04409245,lb
0001620759,404R-00052,GHT LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,9/6/2017 6:46:31 PM +00:00,Samantha Gonzales,9/6/2017 10:42:00 PM +00:00,Ronald Morris,1A40003126874B4000008397,Accepted,Live Resin - Afghani,Concentrate,130.00,130.00,10.0000,g,10.0000,g,0.00000000,ea,0.00000000,ea,0.02204623,lb,0.02204623,lb
0001620759,404R-00052,GHT LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,9/6/2017 6:46:31 PM +00:00,Samantha Gonzales,9/6/2017 10:42:00 PM +00:00,Ronald Morris,1A40003126874B4000008398,Accepted,Live Resin - Ghost Train Haze,Concentrate,130.00,130.00,10.0000,g,10.0000,g,0.00000000,ea,0.00000000,ea,0.02204623,lb,0.02204623,lb
0001620759,404R-00052,GHT LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,9/6/2017 6:46:31 PM +00:00,Samantha Gonzales,9/6/2017 10:42:00 PM +00:00,Ronald Morris,1A40003126874B4000008399,Accepted,Live Resin - Censored Kush,Concentrate,130.00,130.00,10.0000,g,10.0000,g,0.00000000,ea,0.00000000,ea,0.02204623,lb,0.02204623,lb
0001620759,404R-00052,GHT LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,9/6/2017 6:46:31 PM +00:00,Samantha Gonzales,9/6/2017 10:42:00 PM +00:00,Ronald Morris,1A40003126874B4000008400,Accepted,Live Resin Holy Grail Kush,Concentrate,130.00,130.00,10.0000,g,10.0000,g,0.00000000,ea,0.00000000,ea,0.02204623,lb,0.02204623,lb
0001620759,404R-00052,GHT LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,9/6/2017 6:46:31 PM +00:00,Samantha Gonzales,9/6/2017 10:42:00 PM +00:00,Ronald Morris,1A40003126874B4000008401,Accepted,Live Resin - Lucky Charms,Concentrate,130.00,130.00,10.0000,g,10.0000,g,0.00000000,ea,0.00000000,ea,0.02204623,lb,0.02204623,lb
0001620759,404R-00052,GHT LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,9/6/2017 6:46:31 PM +00:00,Samantha Gonzales,9/6/2017 10:42:00 PM +00:00,Ronald Morris,1A40003126874B4000008402,Accepted,Live Resin - Sour Diesel,Concentrate,130.00,130.00,10.0000,g,10.0000,g,0.00000000,ea,0.00000000,ea,0.02204623,lb,0.02204623,lb
0001620759,404R-00052,GHT LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,9/6/2017 6:46:31 PM +00:00,Samantha Gonzales,9/6/2017 10:42:00 PM +00:00,Ronald Morris,1A40003126874B4000008403,Accepted,Live Resin - Blue Dream,Concentrate,260.00,260.00,20.0000,g,20.0000,g,0.00000000,ea,0.00000000,ea,0.04409245,lb,0.04409245,lb
0001621250,404R-00025,VIRGINIAS KITCHEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Unaffiliated,9/6/2017 8:07:47 PM +00:00,Harrison Garcia,9/7/2017 8:04:05 PM +00:00,Ronald Morris,1A4000312687499000022365,Accepted,BK-Zen Garden,Infused (edible),190.00,190.00,20.0000,ea,20.0000,ea,20.00000000,ea,20.00000000,ea,0.00000000,lb,0.00000000,lb
