"ITEM_NO","DESCR","DESCR_UPR","LONG_DESCR","LONG_DESCR_UPR","SHORT_DESCR","ADDL_DESCR_1","ADDL_DESCR_2","ADDL_DESCR_3","ITEM_TYP","CATEG_COD","SUBCAT_COD","ACCT_COD","LBL_COD","ATTR_COD_1","ATTR_COD_2","ATTR_COD_3","ATTR_COD_4","ATTR_COD_5","ATTR_COD_6","TRK_METH","STAT","STAT_DAT","IS_TXBL","TAX_CATEG_COD","QTY_DECS","PRC_DECS","STK_UNIT","ITEM_VEND_NO","WEIGHT","TARE_COD","CUBE","IS_WEIGHED","ALT_1_UNIT","ALT_1_NUMER","ALT_1_DENOM","ALT_1_WEIGHT","ALT_1_CUBE","ALT_1_PRC_1","ALT_2_UNIT","ALT_2_NUMER","ALT_2_DENOM","ALT_2_WEIGHT","ALT_2_CUBE","ALT_2_PRC_1","ALT_3_UNIT","ALT_3_NUMER","ALT_3_DENOM","ALT_3_WEIGHT","ALT_3_CUBE","ALT_3_PRC_1","ALT_4_UNIT","ALT_4_NUMER","ALT_4_DENOM","ALT_4_WEIGHT","ALT_4_CUBE","ALT_4_PRC_1","ALT_5_UNIT","ALT_5_NUMER","ALT_5_DENOM","ALT_5_WEIGHT","ALT_5_CUBE","ALT_5_PRC_1","PREF_UNIT","PROMPT_FOR_PRC","PROMPT_FOR_COST","PROMPT_FOR_DESCR","WARR_PRD_1","WARR_UNIT_1","WARR_PRD_2","WARR_UNIT_2","SER_NO_REQ_FOR_SAL","SER_PROMPT_COD_1","SER_PROMPT_COD_2","SER_PROMPT_COD_3","PROF_ALPHA_1","PROF_ALPHA_2","PROF_ALPHA_3","PROF_ALPHA_4","PROF_ALPHA_5","PROF_COD_1","PROF_COD_2","PROF_COD_3","PROF_COD_4","PROF_COD_5","PROF_DAT_1","PROF_DAT_2","PROF_DAT_3","PROF_DAT_4","PROF_DAT_5","PROF_NO_1","PROF_NO_2","PROF_NO_3","PROF_NO_4","PROF_NO_5","GRID_DIM_1_TAG","GRID_DIM_2_TAG","GRID_DIM_3_TAG","GRID_DIM_1_TAG_UPR","GRID_DIM_2_TAG_UPR","GRID_DIM_3_TAG_UPR","GRID_ENT_1","GRID_ENT_2","GRID_ENT_3","CELL_BARCOD_PRE","NXT_CELL_BARCOD_NO","PRC_1","BARCOD","PS_PROMPT_COD_1","PS_PROMPT_COD_2","PS_PROMPT_COD_3","IS_ECOMM_ITEM","ECOMM_LST_PUB_DT","ECOMM_LST_PUB_STAT","ECOMM_ON_SPECL_UNTIL","ECOMM_IMG_FILE","ECOMM_TXBL_1","ECOMM_TXBL_2","ECOMM_TXBL_3","URL","ECOMM_NEW","ECOMM_NEW_UNTIL","ECOMM_ON_SPECL","ECOMM_CHRG_FRT","ECOMM_FRT_AMT","VEND_ITEM_NO","LST_COST","DFLT_COST_OF_SLS_PCT","REG_PRC","ALT_1_REG_PRC","ALT_2_REG_PRC","ALT_3_REG_PRC","ALT_4_REG_PRC","ALT_5_REG_PRC","ITEM_IS_MISC","CATEG_SUBCAT","PREF_UNIT_NAM","LST_RECV_DAT","PREF_UNIT_NUMER","PREF_UNIT_DENOM","ECOMM_ITEM_IS_DISCNTBL","IS_FOOD_STMP_ITEM","PROMPT_FOR_UNIT","PROMPT_FOR_CUSTOM_FLDS","MIX_MATCH_COD","PREF_UNIT_WEIGHT","PREF_UNIT_CUBE","PREF_UNIT_REG_PRC","PREF_UNIT_PRC_1","IS_ADM_TKT","DIM_COUNT","DIM_COD","DIM_COD_LABEL","IS_BOM_PAR","IS_KIT_PAR","COPY_FROM_ITEM_NO","BARCOD_3_OF_9","PS_LIN_CUST_FLD_FRM_ID","IS_DISCNTBL","ECOMM_DISC_ON_SAL","ECOMM_LST_CHNG_UTC_DT","ECOMM_NXT_PUB_TYP","ECOMM_PUB_STAT","RS_UTC_DT","RS_STAT","LST_MAINT_DT","LST_MAINT_USR_ID","LST_LCK_DT","ROW_TS"
"I-000394","Chiefton Hemp Flower Hat","CHIEFTON HEMP FLOWER HAT","Chiefton Hemp Flower Hat","CHIEFTON HEMP FLOWER HAT","Hemp Flower hat","","","","I","NON THC","CLOTHING","RETAIL","","HARD","","","","","","N","A","","Y","NONMJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","NO","","","","","","","","","",0,,,,,"","","","","","",,,,"",,30,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",15,,,,,,,,"N","NON THC/CLOTHING","EACH","8/18/2016 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,30,"N",0,"","","N","N","","",,"Y","Y","","",,"8/18/2016 10:21:30.107 PM",0,"7/13/2016 01:41:50.000 PM","ROB","","0x00000000000621EE"
"I-000395","Chiesel 1g","CHIESEL 1G","Chiesel 1g indica","CHIESEL 1G INDICA","Chiesel 1g","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,12,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",2.9,,,,,,,,"N","CANNIBIS/FLOWER","GRAM","9/10/2016 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,12,"N",0,"","","N","N","","",,"Y","Y","","",,"9/15/2016 09:10:28.000 PM",0,"9/15/2016 03:10:28.000 PM","NICK","","0x000000000008A1C8"
"I-000396","Chiesel 3.5g","CHIESEL 3.5G","Chiesel 3.5g indica","CHIESEL 3.5G INDICA","Chiesel 3.5g","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"1/8th","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",3.5,,,,,"","","","","","",,,,"",,40,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",10.15,,,,,,,,"N","CANNIBIS/FLOWER","1/8th","9/10/2016 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,40,"N",0,"","","N","N","","",,"Y","Y","","",,"9/15/2016 09:10:35.000 PM",0,"9/15/2016 03:10:35.000 PM","NICK","","0x000000000008A1C9"
"I-000397","Chiesel 7g","CHIESEL 7G","Chiesel 7g indica","CHIESEL 7G INDICA","Chiesel 7g","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"1/4th","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",7,,,,,"","","","","","",,,,"",,75,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",20.31,,,,,,,,"N","CANNIBIS/FLOWER","1/4th","9/10/2016 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,75,"N",0,"","","N","N","","",,"Y","Y","","",,"9/15/2016 09:10:40.000 PM",0,"9/15/2016 03:10:40.000 PM","NICK","","0x000000000008A1CA"
"I-000398","Ghost Train Haze 1g","GHOST TRAIN HAZE 1G","Ghost Train Haze 1g sativa","GHOST TRAIN HAZE 1G SATIVA","Ghost Train Haz","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1.05,1,,,,"","","","","","",,,,"",,20,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",3.57,,,,,,,,"N","CANNIBIS/FLOWER","GRAM","8/3/2017 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,20,"N",0,"","","N","N","","",,"Y","Y","","",,"8/3/2017 05:33:35.310 PM",0,"8/12/2016 12:15:56.000 PM","RACHEL","","0x0000000000253702"
"I-000399","Harlequin 1g","HARLEQUIN 1G","Harlequin 1g sativa","HARLEQUIN 1G SATIVA","Harlequin","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1.05,1,,,,"","","","","","",,,,"",,20,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",3.35,,,,,,,,"N","CANNIBIS/FLOWER","GRAM","2/7/2017 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,20,"N",0,"","","N","N","","",,"Y","Y","","",,"2/7/2017 07:28:30.087 PM",0,"8/12/2016 12:36:49.000 PM","RACHEL","","0x000000000013CD60"
"I-000400","Island Tour 1g","ISLAND TOUR 1G","Island Tour 1g sativa","ISLAND TOUR 1G SATIVA","Island Tour","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,1,,,,"","","","","","",,,,"",,20,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",0,,,,,,,,"N","CANNIBIS/FLOWER","GRAM","7/6/2016 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,20,"N",0,"","","N","N","","",,"Y","Y","","",,"9/7/2016 06:28:42.977 PM",0,"7/13/2016 01:17:29.000 PM","ROB","","0x000000000007EB98"
"I-000401","Lavender Jones 1g","LAVENDER JONES 1G","Lavender Jones 1g hybrid","LAVENDER JONES 1G HYBRID","Lavender Jones","","","","I","CANNIBIS","SPECIALS","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,1,,,,"","","","","","",,,,"",,12,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",2.9,,,,,,,,"N","CANNIBIS/SPECIALS","GRAM","9/29/2016 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,12,"N",0,"","","N","N","","",,"Y","Y","","",,"10/22/2016 03:01:50.880 PM",0,"10/22/2016 09:02:00.000 AM","MAX","","0x00000000000C79CB"
"I-000402","Lemon Skunk 1g","LEMON SKUNK 1G","Lemon Skunk 1g","LEMON SKUNK 1G","Lemon Skunk","","","","I","CANNIBIS","SPECIALS","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","PRINT","","","","","","","","",1,1,,,,"","","","","","",,,,"",,12,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",3.57,,,,,,,,"N","CANNIBIS/SPECIALS","GRAM","10/17/2017 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,12,"N",0,"","","N","N","","",,"Y","Y","","",,"11/3/2017 08:27:54.000 PM",0,"11/3/2017 02:27:56.000 PM","KARL","","0x00000000002ED58C"
"I-000403","Northern Lights1g","NORTHERN LIGHTS1G","Northern Lights 1g indica","NORTHERN LIGHTS 1G INDICA","Northern Lights","","","","I","CANNIBIS","SPECIALS","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1.05,,,,,"","","","","","",,,,"",,12,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",2.9,,,,,,,,"N","CANNIBIS/SPECIALS","GRAM","5/18/2017 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,12,"N",0,"","","N","N","","",,"Y","Y","","",,"5/18/2017 06:06:46.743 PM",0,"2/25/2017 10:07:49.000 AM","RACHEL","","0x00000000001CD63E"
"I-000404","Purple Urkle1g","PURPLE URKLE1G","Purple Urkle1g indica","PURPLE URKLE1G INDICA","Purple Urkle1g","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,1,,,,"","","","","","",,,,"",,20,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",2.2,,,,,,,,"N","CANNIBIS/FLOWER","GRAM","7/29/2016 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,20,"N",0,"","","N","N","","",,"Y","Y","","",,"9/7/2016 06:28:42.977 PM",0,"7/13/2016 01:08:30.000 PM","ROB","","0x000000000007EB9B"
"I-000405","Recon 1g","RECON 1G","Recon 1g indica","RECON 1G INDICA","Recon 1g","","","","I","CANNIBIS","SPECIALS","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1.05,1,,,,"","","","","","",,,,"",,12,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",2.9,,,,,,,,"N","CANNIBIS/SPECIALS","GRAM","10/31/2016 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,12,"N",0,"","","N","N","","",,"Y","Y","","",,"11/14/2016 05:21:38.670 PM",0,"11/14/2016 10:21:47.000 AM","MAX","","0x00000000000DFCC4"
"I-000406","Sour Diesel 1g","SOUR DIESEL 1G","Sour Diesel 1g sativa","SOUR DIESEL 1G SATIVA","Sour Diesel","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,20,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",2.9,,,,,,,,"N","CANNIBIS/FLOWER","GRAM","6/5/2017 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,20,"N",0,"","","N","N","","",,"Y","Y","","",,"6/6/2017 04:17:30.813 PM",0,"6/6/2017 10:18:26.000 AM","RACHEL","","0x00000000001ED722"
"I-000407","Maui Waui 1g","MAUI WAUI 1G","Maui Waui 1g sativa","MAUI WAUI 1G SATIVA","Maui Waui","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1.05,1,,,,"","","","","","",,,,"",,20,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",3.35,,,,,,,,"N","CANNIBIS/FLOWER","GRAM","10/2/2017 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,20,"N",0,"","","N","N","","",,"Y","Y","","",,"10/2/2017 08:48:00.523 PM",0,"11/11/2016 09:37:24.000 AM","RACHEL","","0x00000000002BD44B"
"I-000408","Ghost Train Haze 3.5g","GHOST TRAIN HAZE 3.5G","Ghost Train Haze 3.5g Sativa","GHOST TRAIN HAZE 3.5G SATIVA","Ghost Train3.5g","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"1/8th","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",3.6,3.5,,,,"","","","","","",,,,"",,60,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",12.5,,,,,,,,"N","CANNIBIS/FLOWER","1/8th","8/3/2017 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,60,"N",0,"","","N","N","","",,"Y","Y","","",,"8/3/2017 05:33:35.260 PM",0,"8/12/2016 12:16:15.000 PM","RACHEL","","0x0000000000253703"
"I-000409","Harlequin 3.5g","HARLEQUIN 3.5G","Harlequin 3.5g Sativa","HARLEQUIN 3.5G SATIVA","Harlequin 3.5g","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"1/8th","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",3.6,3.5,,,,"","","","","","",,,,"",,60,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",11.72,,,,,,,,"N","CANNIBIS/FLOWER","1/8th","2/7/2017 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,60,"N",0,"","","N","N","","",,"Y","Y","","",,"2/7/2017 07:29:54.760 PM",0,"8/12/2016 12:37:08.000 PM","RACHEL","","0x000000000013CD61"
"I-000410","Island Tour 3.5g","ISLAND TOUR 3.5G","Island Tour 3.5g Sativa","ISLAND TOUR 3.5G SATIVA","Island Tour3.5g","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"1/8th","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",3.5,3.5,,,,"","","","","","",,,,"",,60,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",11.72,,,,,,,,"N","CANNIBIS/FLOWER","1/8th","7/6/2016 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,60,"N",0,"","","N","N","","",,"Y","Y","","",,"9/7/2016 06:28:42.977 PM",0,"7/13/2016 01:19:58.000 PM","ROB","","0x000000000007EBA1"
"I-000411","Sour Diesel 3.5g","SOUR DIESEL 3.5G","Sour Diesel 3.5g Sativa","SOUR DIESEL 3.5G SATIVA","Sour Diesel3.5g","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"1/8th","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",3.5,,,,,"","","","","","",,,,"",,60,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",10.16,,,,,,,,"N","CANNIBIS/FLOWER","1/8th","6/5/2017 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,60,"N",0,"","","N","N","","",,"Y","Y","","",,"6/6/2017 04:18:06.313 PM",0,"6/6/2017 10:19:02.000 AM","RACHEL","","0x00000000001ED723"
"I-000412","Green Crack 3.5g","GREEN CRACK 3.5G","Green Crack 3.5g Sativa","GREEN CRACK 3.5G SATIVA","Green Crack3.5g","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"1/8th","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",3.6,3.5,,,,"","","","","","",,,,"",,60,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",7.81,,,,,,,,"N","CANNIBIS/FLOWER","1/8th","8/25/2017 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,60,"N",0,"","","N","N","","",,"Y","Y","","",,"8/25/2017 10:09:47.747 PM",0,"8/4/2017 11:08:06.000 AM","RACHEL","","0x000000000027CD03"
"I-000413","Northern Lights 3.5g","NORTHERN LIGHTS 3.5G","Northern Lights 3.5g indica","NORTHERN LIGHTS 3.5G INDICA","NL 3.5g","","","","I","CANNIBIS","SPECIALS","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"1/8th","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",3.6,3.5,,,,"","","","","","",,,,"",,40,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",10.16,,,,,,,,"N","CANNIBIS/SPECIALS","1/8th","5/18/2017 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,40,"N",0,"","","N","N","","",,"Y","Y","","",,"5/18/2017 06:06:46.660 PM",0,"2/25/2017 10:08:09.000 AM","RACHEL","","0x00000000001CD63F"
"I-000414","Purple Urkle 3.5g","PURPLE URKLE 3.5G","Purple Urkle 3.5g indica","PURPLE URKLE 3.5G INDICA","Purple Urk 3.5g","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"1/8th","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",3.5,3.5,,,,"","","","","","",,,,"",,60,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",0.45,,,,,,,,"N","CANNIBIS/FLOWER","1/8th","8/3/2016 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,60,"N",0,"","","N","N","","",,"Y","Y","","",,"9/7/2016 06:28:42.977 PM",0,"7/13/2016 01:11:08.000 PM","ROB","","0x000000000007EBA5"
"I-000415","R4 x Critical Mass 3.5g","R4 X CRITICAL MASS 3.5G","R4 x Critical Mass 3.5g indica","R4 X CRITICAL MASS 3.5G INDICA","R4 x Crit 3.5g","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"1/8th","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",3.5,3.5,,,,"","","","","","",,,,"",,40,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",4.46,,,,,,,,"N","CANNIBIS/FLOWER","1/8th","7/6/2016 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,40,"N",0,"","","N","N","","",,"Y","Y","","",,"9/7/2016 06:28:42.977 PM",0,"7/13/2016 01:20:27.000 PM","ROB","","0x000000000007EBA6"
"I-000416","Recon 3.5g","RECON 3.5G","Recon 3.5g indica","RECON 3.5G INDICA","Recon 3.5g","","","","I","CANNIBIS","SPECIALS","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"1/8th","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",3.6,3.5,,,,"","","","","","",,,,"",,40,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",10.15,,,,,,,,"N","CANNIBIS/SPECIALS","1/8th","10/31/2016 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,40,"N",0,"","","N","N","","",,"Y","Y","","",,"11/14/2016 05:21:56.940 PM",0,"11/14/2016 10:22:06.000 AM","MAX","","0x00000000000DFCC5"
"I-000417","Critical Mass 3.5g","CRITICAL MASS 3.5G","Critical Mass 3.5g indica","CRITICAL MASS 3.5G INDICA","Critical M 3.5g","","","","I","CANNIBIS","SPECIALS","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"1/8th","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",3.6,3.5,,,,"","","","","","",,,,"",,40,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",12.5,,,,,,,,"N","CANNIBIS/SPECIALS","1/8th","12/6/2016 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,40,"N",0,"","","N","N","","",,"Y","Y","","",,"12/26/2016 09:16:03.000 PM",0,"12/26/2016 02:16:03.000 PM","MAX","","0x000000000010C338"
"I-000418","Critical Mass 1g","CRITICAL MASS 1G","Critical Mass 1g indica","CRITICAL MASS 1G INDICA","Critical M 1g","","","","I","CANNIBIS","SPECIALS","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1.05,1,,,,"","","","","","",,,,"",,12,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",3.57,,,,,,,,"N","CANNIBIS/SPECIALS","GRAM","12/6/2016 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,12,"N",0,"","","N","N","","",,"Y","Y","","",,"12/26/2016 09:16:11.000 PM",0,"12/26/2016 02:16:11.000 PM","MAX","","0x000000000010C339"
"I-000419","Green Crack 1g","GREEN CRACK 1G","Green Crack 1g sativa","GREEN CRACK 1G SATIVA","Green Crack","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1.05,1,,,,"","","","","","",,,,"",,20,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",2.23,,,,,,,,"N","CANNIBIS/FLOWER","GRAM","8/25/2017 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,20,"N",0,"","","N","N","","",,"Y","Y","","",,"8/25/2017 10:09:47.850 PM",0,"8/4/2017 11:08:25.000 AM","RACHEL","","0x000000000027CD04"
"I-000420","Northern Lights 7g","NORTHERN LIGHTS 7G","Northern Lights 7g indica","NORTHERN LIGHTS 7G INDICA","NL 7g","","","","I","CANNIBIS","SPECIALS","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"1/4th","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",7.1,,,,,"","","","","","",,,,"",,75,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",20.31,,,,,,,,"N","CANNIBIS/SPECIALS","1/4th","5/18/2017 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,75,"N",0,"","","N","N","","",,"Y","Y","","",,"5/18/2017 06:06:46.587 PM",0,"2/25/2017 10:08:33.000 AM","RACHEL","","0x00000000001CD640"
"I-000421","Purple Urkle 7g","PURPLE URKLE 7G","Purple Urkle 7g indica","PURPLE URKLE 7G INDICA","Purple Urk 7g","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"1/4th","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",7,7,,,,"","","","","","",,,,"",,110,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",15.6,,,,,,,,"N","CANNIBIS/FLOWER","1/4th","7/29/2016 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,110,"N",0,"","","N","N","","",,"Y","Y","","",,"9/7/2016 06:28:42.977 PM",0,"7/26/2016 10:56:17.000 AM","MAX","","0x000000000007EBAC"
